Shipment_ID,Customer_ID,Origin_ServiceCenter_ID,Destination_ServiceCenter_ID,Driver_ID,Equipment_ID,Pickup_Date,Delivery_Date,Promised_Delivery_Date,Month,Quarter,Year,Service_Type,Origin_State_Full,Destination_State_Full,Weight_lbs,Pieces,Pallets,Freight_Class,Transit_Days_Actual,Transit_Days_Promised,On_Time,Base_Rate_USD,Fuel_Surcharge_USD,Accessorial_Charges_USD,Total_Revenue_USD,Total_Cost_USD,Gross_Margin_USD,Gross_Margin_Pct,Claim_Filed,Claim_Reason,Claim_Amount_USD,Miles,Revenue_Per_Hundredweight,Revenue_Per_Mile
PRO1003975,CUST0186,SC017,SC004,DRV0022,TRK0072,"Friday, January 6, 2023","Wednesday, January 11, 2023","Thursday, January 12, 2023",January,1,2023,Time-Critical,Illinois,Missouri,7217.2,8,2,500,5,6,TRUE,"$2,039.14 ",$558.17 ,$0 ,"$2,597.31 ","$1,566.35 ","$1,030.96 ",39.69,FALSE,No Claim,$0 ,1858,$35.99 ,2.5
PRO1004009,CUST0228,SC012,SC019,DRV0173,TRK0139,"Wednesday, June 7, 2023","Monday, June 12, 2023","Tuesday, June 13, 2023",June,2,2023,Trade Show,Maryland,Ohio,19626,46,11,55,5,6,TRUE,"$1,875.48 ",$489.60 ,$0 ,"$2,365.08 ","$1,698.17 ",$666.91 ,28.2,FALSE,No Claim,$0 ,1937,$12.05 ,6.9
PRO1004031,CUST0296,SC030,SC012,DRV0119,TRK0091,"Saturday, March 9, 2024","Thursday, March 14, 2024","Friday, March 15, 2024",March,1,2024,Time-Critical,Ohio,Pennsylvania,9040.9,16,4,70,5,6,TRUE,"$2,421.66 ",$449.99 ,$0 ,"$2,871.65 ","$2,192.91 ",$678.74 ,23.64,FALSE,No Claim,$0 ,475,$31.76 ,2.68
PRO1004071,CUST0267,SC004,SC030,DRV0113,TRK0014,"Monday, August 5, 2024","Saturday, August 10, 2024","Sunday, August 11, 2024",August,3,2024,Standard LTL,Pennsylvania,Illinois,8473.8,17,4,150,5,6,TRUE,"$1,495.91 ",$346.89 ,$0 ,"$1,842.80 ","$1,376.94 ",$465.86 ,25.28,FALSE,No Claim,$0 ,161,$21.75 ,4.86
PRO1004155,CUST0173,SC019,SC016,DRV0036,TRK0087,"Thursday, August 3, 2023","Tuesday, August 8, 2023","Wednesday, August 9, 2023",August,3,2023,Retail,Minnesota,Maryland,13240.9,18,4,175,5,6,TRUE,"$1,952.20 ",$532.01 ,$0 ,"$2,484.21 ","$2,052.86 ",$431.35 ,17.36,FALSE,No Claim,$0 ,1295,$18.76 ,4.25
PRO1004223,CUST0105,SC001,SC025,DRV0055,TRK0049,"Tuesday, May 21, 2024","Sunday, May 26, 2024","Monday, May 27, 2024",May,2,2024,Residential,Utah,Arkansas,4828.2,15,3,55,5,6,TRUE,"$1,110.87 ",$259.46 ,$0 ,"$1,370.33 ",$806.50 ,$563.83 ,41.15,FALSE,No Claim,$0 ,1592,$28.38 ,8.56
PRO1004251,CUST0083,SC010,SC015,DRV0078,TRK0039,"Wednesday, November 20, 2024","Monday, November 25, 2024","Tuesday, November 26, 2024",November,4,2024,Standard LTL,Indiana,Texas,18355.1,1,1,110,5,6,TRUE,"$6,355.75 ","$1,161.09 ",$0 ,"$7,516.84 ","$5,189.36 ","$2,327.48 ",30.96,FALSE,No Claim,$0 ,1293,$40.95 ,7.76
PRO1004296,CUST0084,SC015,SC021,DRV0139,TRK0016,"Friday, September 22, 2023","Wednesday, September 27, 2023","Thursday, September 28, 2023",September,3,2023,Standard LTL,Massachusetts,Indiana,11451.3,10,2,55,5,6,TRUE,"$3,189.28 ",$692.89 ,$0 ,"$3,882.17 ","$2,945.32 ",$936.85 ,24.13,FALSE,No Claim,$0 ,1287,$33.90 ,2.33
PRO1004311,CUST0275,SC022,SC017,DRV0053,TRK0079,"Saturday, April 13, 2024","Thursday, April 18, 2024","Friday, April 19, 2024",April,2,2024,Trade Show,Missouri,Florida,7441.4,10,2,65,5,6,TRUE,"$1,485.42 ",$371.99 ,$0 ,"$1,857.41 ","$1,518.34 ",$339.07 ,18.25,FALSE,No Claim,$0 ,2274,$24.96 ,0.99
PRO1004332,CUST0042,SC029,SC025,DRV0005,TRK0021,"Wednesday, April 12, 2023","Monday, April 17, 2023","Tuesday, April 18, 2023",April,2,2023,Residential,Utah,Ohio,16872.4,8,2,100,5,6,TRUE,"$2,493.78 ",$483.49 ,$0 ,"$2,977.27 ","$2,227.80 ",$749.47 ,25.17,FALSE,No Claim,$0 ,726,$17.65 ,1.22
PRO1004402,CUST0118,SC003,SC011,DRV0062,TRK0129,"Monday, January 9, 2023","Saturday, January 14, 2023","Sunday, January 15, 2023",January,1,2023,Residential,Tennessee,Texas,11910.2,37,9,110,5,6,TRUE,"$1,836.78 ",$479.68 ,$0 ,"$2,316.46 ","$1,885.96 ",$430.50 ,18.58,FALSE,No Claim,$0 ,2485,$19.45 ,1.34
PRO1004462,CUST0220,SC015,SC002,DRV0127,TRK0143,"Thursday, November 2, 2023","Tuesday, November 7, 2023","Wednesday, November 8, 2023",November,4,2023,Time-Critical,Tennessee,Indiana,11345.5,35,8,65,5,6,TRUE,"$1,732.97 ",$369.69 ,$0 ,"$2,102.66 ","$1,361 ",$741.66 ,35.27,FALSE,No Claim,$0 ,857,$18.53 ,1.29
PRO1004463,CUST0265,SC005,SC025,DRV0098,TRK0062,"Friday, August 9, 2024","Wednesday, August 14, 2024","Thursday, August 15, 2024",August,3,2024,Retail,Utah,Georgia,13661.8,34,8,200,5,6,TRUE,"$4,398.63 ","$1,115.42 ",$0 ,"$5,514.06 ","$4,052.53 ","$1,461.53 ",26.51,FALSE,No Claim,$0 ,259,$40.36 ,2.46
PRO1004536,CUST0284,SC021,SC005,DRV0036,TRK0085,"Sunday, August 6, 2023","Friday, August 11, 2023","Saturday, August 12, 2023",August,3,2023,Flatbed,Georgia,Massachusetts,4034.8,12,3,150,5,6,TRUE,$334.03 ,$78.45 ,$0 ,$412.48 ,$333.81 ,$78.67 ,19.07,FALSE,No Claim,$0 ,409,$10.22 ,0.23
PRO1004566,CUST0214,SC025,SC015,DRV0002,TRK0085,"Sunday, February 19, 2023","Friday, February 24, 2023","Saturday, February 25, 2023",February,1,2023,Trade Show,Indiana,Utah,14754.7,43,10,77.5,5,6,TRUE,"$1,595.63 ",$414.51 ,$0 ,"$2,010.15 ","$1,296.78 ",$713.37 ,35.49,FALSE,No Claim,$0 ,2116,$13.62 ,1.01
PRO1004594,CUST0055,SC020,SC003,DRV0086,TRK0143,"Thursday, November 14, 2024","Tuesday, November 19, 2024","Wednesday, November 20, 2024",November,4,2024,Residential,Texas,Pennsylvania,872.9,13,3,55,5,6,TRUE,$161.87 ,$40.76 ,$0 ,$202.63 ,$170.92 ,$31.71 ,15.65,FALSE,No Claim,$0 ,1084,$23.21 ,0.23
PRO1004601,CUST0075,SC011,SC024,DRV0173,TRK0100,"Monday, September 30, 2024","Saturday, October 5, 2024","Sunday, October 6, 2024",September,3,2024,Time-Critical,Oregon,Tennessee,12649,23,5,110,5,6,TRUE,"$2,640.98 ",$531.37 ,$0 ,"$3,172.35 ","$1,844.24 ","$1,328.11 ",41.87,FALSE,No Claim,$0 ,1455,$25.08 ,1.68
PRO1004604,CUST0095,SC020,SC022,DRV0011,TRK0132,"Sunday, August 27, 2023","Friday, September 1, 2023","Saturday, September 2, 2023",August,3,2023,Time-Critical,Florida,Pennsylvania,1158.5,24,6,250,5,6,TRUE,$149.17 ,$30.49 ,$0 ,$179.66 ,$139.63 ,$40.03 ,22.28,FALSE,No Claim,$0 ,1606,$15.51 ,0.09
PRO1004647,CUST0229,SC017,SC002,DRV0171,TRK0037,"Friday, August 16, 2024","Wednesday, August 21, 2024","Thursday, August 22, 2024",August,3,2024,Standard LTL,Tennessee,Missouri,2331.2,42,10,200,5,6,TRUE,$657.85 ,$119.01 ,$0 ,$776.86 ,$439.67 ,$337.19 ,43.4,FALSE,No Claim,$0 ,2484,$33.32 ,0.6
PRO1004702,CUST0017,SC005,SC011,DRV0095,TRK0086,"Tuesday, September 3, 2024","Sunday, September 8, 2024","Monday, September 9, 2024",September,3,2024,Time-Critical,Tennessee,Georgia,16710.8,39,9,60,5,6,TRUE,"$2,607.33 ",$673.49 ,$0 ,"$3,280.82 ","$2,234.14 ","$1,046.68 ",31.9,FALSE,No Claim,$0 ,1606,$19.63 ,4.87
PRO1004710,CUST0017,SC003,SC021,DRV0144,TRK0069,"Tuesday, October 3, 2023","Sunday, October 8, 2023","Monday, October 9, 2023",October,4,2023,Flatbed,Massachusetts,Texas,3883.4,22,5,175,5,6,TRUE,$617.02 ,$141.21 ,$0 ,$758.23 ,$586.89 ,$171.34 ,22.6,FALSE,No Claim,$0 ,823,$19.52 ,0.31
PRO1004711,CUST0104,SC005,SC011,DRV0005,TRK0004,"Saturday, March 4, 2023","Thursday, March 9, 2023","Friday, March 10, 2023",March,1,2023,Standard LTL,Tennessee,Georgia,12582.1,23,5,92.5,5,6,TRUE,"$2,766.93 ",$595.59 ,$0 ,"$3,362.53 ","$1,869.66 ","$1,492.87 ",44.4,FALSE,No Claim,$0 ,1529,$26.72 ,1.56
PRO1004756,CUST0141,SC003,SC029,DRV0110,TRK0047,"Sunday, January 1, 2023","Friday, January 6, 2023","Saturday, January 7, 2023",January,1,2023,Trade Show,Ohio,Texas,5491.1,45,11,92.5,5,6,TRUE,"$1,630.78 ",$341.50 ,$0 ,"$1,972.28 ","$1,342.10 ",$630.18 ,31.95,FALSE,No Claim,$0 ,1493,$35.92 ,0.82
PRO1004762,CUST0064,SC024,SC009,DRV0120,TRK0026,"Wednesday, November 27, 2024","Monday, December 2, 2024","Tuesday, December 3, 2024",November,4,2024,Time-Critical,Missouri,Oregon,13373.9,25,6,125,5,6,TRUE,"$4,570.46 ","$1,038.43 ",$0 ,"$5,608.89 ","$3,707.24 ","$1,901.65 ",33.9,FALSE,No Claim,$0 ,1173,$41.94 ,2.87
PRO1004809,CUST0263,SC030,SC022,DRV0049,TRK0098,"Thursday, May 2, 2024","Tuesday, May 7, 2024","Wednesday, May 8, 2024",May,2,2024,Time-Critical,Florida,Pennsylvania,10447.8,2,1,92.5,5,6,TRUE,$975.66 ,$264.35 ,$0 ,"$1,240.01 ",$981.34 ,$258.67 ,20.86,FALSE,No Claim,$0 ,1212,$11.87 ,2.07
PRO1004812,CUST0250,SC016,SC024,DRV0171,TRK0112,"Tuesday, November 19, 2024","Sunday, November 24, 2024","Monday, November 25, 2024",November,4,2024,Standard LTL,Oregon,Minnesota,4675.5,17,4,125,5,6,TRUE,"$1,098.24 ",$210.44 ,$0 ,"$1,308.68 ","$1,011.33 ",$297.35 ,22.72,FALSE,No Claim,$0 ,2467,$27.99 ,0.59
PRO1004826,CUST0203,SC024,SC022,DRV0025,TRK0050,"Wednesday, February 1, 2023","Monday, February 6, 2023","Tuesday, February 7, 2023",February,1,2023,Time-Critical,Florida,Oregon,19711.9,3,1,150,5,6,TRUE,"$6,163.33 ","$1,569.64 ",$0 ,"$7,732.97 ","$5,283.39 ","$2,449.58 ",31.68,FALSE,No Claim,$0 ,1755,$39.23 ,22.41
PRO1004858,CUST0092,SC030,SC024,DRV0063,TRK0109,"Monday, May 20, 2024","Saturday, May 25, 2024","Sunday, May 26, 2024",May,2,2024,Time-Critical,Oregon,Pennsylvania,8765.3,6,1,150,5,6,TRUE,"$1,753.32 ",$356.65 ,$0 ,"$2,109.96 ","$1,335.63 ",$774.33 ,36.7,FALSE,No Claim,$0 ,1105,$24.07 ,0.89
PRO1004869,CUST0092,SC020,SC001,DRV0092,TRK0124,"Tuesday, October 15, 2024","Sunday, October 20, 2024","Monday, October 21, 2024",October,4,2024,Residential,Arkansas,Pennsylvania,155.1,2,1,50,5,6,TRUE,$53.46 ,$13.81 ,$0 ,$67.27 ,$37.79 ,$29.48 ,43.82,FALSE,No Claim,$0 ,1427,$43.37 ,0.16
PRO1004897,CUST0284,SC008,SC018,DRV0128,TRK0010,"Monday, November 25, 2024","Saturday, November 30, 2024","Sunday, December 1, 2024",November,4,2024,Time-Critical,Kentucky,Colorado,9338,9,2,70,5,6,TRUE,"$1,271.62 ",$235.71 ,$0 ,"$1,507.33 ","$1,064.70 ",$442.63 ,29.37,FALSE,No Claim,$0 ,1521,$16.14 ,0.84
PRO1004960,CUST0050,SC030,SC020,DRV0145,TRK0116,"Monday, September 11, 2023","Saturday, September 16, 2023","Sunday, September 17, 2023",September,3,2023,Retail,Pennsylvania,Pennsylvania,4493.6,1,1,110,5,6,TRUE,$600 ,$151.47 ,$0 ,$751.47 ,$485.73 ,$265.74 ,35.36,FALSE,No Claim,$0 ,1409,$16.72 ,0.56
PRO1004973,CUST0203,SC017,SC019,DRV0058,TRK0001,"Saturday, April 8, 2023","Thursday, April 13, 2023","Friday, April 14, 2023",April,2,2023,Trade Show,Maryland,Missouri,8081,5,1,250,5,6,TRUE,"$2,140.33 ",$475.01 ,$0 ,"$2,615.35 ","$2,002.70 ",$612.65 ,23.43,FALSE,No Claim,$0 ,2280,$32.36 ,4.68
PRO1004994,CUST0275,SC007,SC009,DRV0155,TRK0064,"Saturday, April 15, 2023","Thursday, April 20, 2023","Friday, April 21, 2023",April,2,2023,Retail,Missouri,Arizona,9016,41,10,125,5,6,TRUE,"$1,982.97 ",$518.21 ,$0 ,"$2,501.17 ","$1,775.18 ",$725.99 ,29.03,FALSE,No Claim,$0 ,812,$27.74 ,2.69
PRO1000025,CUST0107,SC007,SC020,DRV0139,TRK0102,"Monday, June 17, 2024","Saturday, June 22, 2024","Saturday, June 22, 2024",June,2,2024,Trade Show,Pennsylvania,Arizona,17663.4,47,11,77.5,5,5,TRUE,"$2,209.74 ",$489.61 ,$0 ,"$2,699.35 ","$1,749.56 ",$949.79 ,35.19,FALSE,No Claim,$0 ,1802,$15.28 ,4.96
PRO1000030,CUST0094,SC017,SC011,DRV0114,TRK0002,"Thursday, July 11, 2024","Tuesday, July 16, 2024","Tuesday, July 16, 2024",July,3,2024,Time-Critical,Tennessee,Missouri,4235.5,43,10,55,5,5,TRUE,"$1,469.13 ",$382.19 ,$0 ,"$1,851.32 ","$1,141.77 ",$709.55 ,38.33,FALSE,No Claim,$0 ,314,$43.71 ,0.9
PRO1000052,CUST0087,SC014,SC022,DRV0015,TRK0025,"Tuesday, May 28, 2024","Sunday, June 2, 2024","Sunday, June 2, 2024",May,2,2024,Trade Show,Florida,Michigan,15005.4,24,6,50,5,5,TRUE,"$4,141.62 ",$983.92 ,$0 ,"$5,125.54 ","$4,339 ",$786.54 ,15.35,FALSE,No Claim,$0 ,1506,$34.16 ,2.58
PRO1000070,CUST0146,SC004,SC007,DRV0011,TRK0035,"Thursday, February 29, 2024","Tuesday, March 5, 2024","Tuesday, March 5, 2024",February,1,2024,Flatbed,Arizona,Illinois,13177.2,11,2,250,5,5,TRUE,"$1,551.83 ",$395.26 ,$0 ,"$1,947.09 ","$1,587.02 ",$360.07 ,18.49,FALSE,No Claim,$0 ,1666,$14.78 ,1.1
PRO1000081,CUST0139,SC030,SC005,DRV0014,TRK0064,"Sunday, February 25, 2024","Friday, March 1, 2024","Friday, March 1, 2024",February,1,2024,Trade Show,Georgia,Pennsylvania,11110.2,15,3,77.5,5,5,TRUE,"$1,025.64 ",$209.05 ,$0 ,"$1,234.69 ",$733.95 ,$500.74 ,40.56,FALSE,No Claim,$0 ,910,$11.11 ,0.55
PRO1000087,CUST0262,SC010,SC004,DRV0107,TRK0037,"Thursday, August 29, 2024","Tuesday, September 3, 2024","Tuesday, September 3, 2024",August,3,2024,Retail,Illinois,Texas,3217.1,35,8,55,5,5,TRUE,$858.49 ,$208.40 ,$0 ,"$1,066.88 ",$850.81 ,$216.07 ,20.25,FALSE,No Claim,$0 ,54,$33.16 ,1.1
PRO1000146,CUST0224,SC029,SC027,DRV0025,TRK0036,"Thursday, May 2, 2024","Tuesday, May 7, 2024","Tuesday, May 7, 2024",May,2,2024,Residential,Oklahoma,Ohio,11152.5,20,5,110,5,5,TRUE,"$1,149.95 ",$272.15 ,$0 ,"$1,422.11 ","$1,015.03 ",$407.08 ,28.63,FALSE,No Claim,$0 ,2206,$12.75 ,0.76
PRO1000178,CUST0186,SC029,SC014,DRV0021,TRK0091,"Monday, March 11, 2024","Saturday, March 16, 2024","Saturday, March 16, 2024",March,1,2024,Time-Critical,Michigan,Ohio,6674.4,15,3,150,5,5,TRUE,"$1,355.38 ",$345.38 ,$0 ,"$1,700.76 ","$1,058.41 ",$642.35 ,37.77,FALSE,No Claim,$0 ,2345,$25.48 ,0.8
PRO1000223,CUST0014,SC024,SC019,DRV0057,TRK0046,"Wednesday, July 24, 2024","Monday, July 29, 2024","Monday, July 29, 2024",July,3,2024,Trade Show,Maryland,Oregon,6643.2,44,11,110,5,5,TRUE,"$1,841.50 ",$409.66 ,$0 ,"$2,251.16 ","$1,286.53 ",$964.63 ,42.85,FALSE,No Claim,$0 ,1013,$33.89 ,1.44
PRO1000249,CUST0098,SC003,SC024,DRV0188,TRK0017,"Friday, September 20, 2024","Wednesday, September 25, 2024","Wednesday, September 25, 2024",September,3,2024,Trade Show,Oregon,Texas,13068.5,15,3,92.5,5,5,TRUE,"$3,478.86 ",$784.85 ,$0 ,"$4,263.72 ","$3,124.20 ","$1,139.52 ",26.73,FALSE,No Claim,$0 ,592,$32.63 ,1.95
PRO1000255,CUST0202,SC014,SC019,DRV0196,TRK0107,"Saturday, February 3, 2024","Thursday, February 8, 2024","Thursday, February 8, 2024",February,1,2024,Retail,Maryland,Michigan,5367.7,24,6,110,5,5,TRUE,$639.54 ,$136.46 ,$0 ,$776 ,$600.29 ,$175.71 ,22.64,FALSE,No Claim,$0 ,73,$14.46 ,0.46
PRO1000273,CUST0068,SC009,SC025,DRV0084,TRK0109,"Friday, September 20, 2024","Wednesday, September 25, 2024","Wednesday, September 25, 2024",September,3,2024,Trade Show,Utah,Missouri,5125.8,22,5,110,5,5,TRUE,"$1,393.32 ",$315.19 ,$0 ,"$1,708.51 ","$1,204.62 ",$503.89 ,29.49,FALSE,No Claim,$0 ,1585,$33.33 ,2.65
PRO1000278,CUST0116,SC021,SC028,DRV0193,TRK0039,"Tuesday, September 3, 2024","Sunday, September 8, 2024","Sunday, September 8, 2024",September,3,2024,Flatbed,Alabama,Massachusetts,7348.7,45,11,92.5,5,5,TRUE,"$2,467.21 ",$575.07 ,$0 ,"$3,042.28 ","$1,764.65 ","$1,277.63 ",42,FALSE,No Claim,$0 ,2265,$41.40 ,1.7
PRO1000321,CUST0128,SC009,SC023,DRV0030,TRK0038,"Friday, July 26, 2024","Wednesday, July 31, 2024","Wednesday, July 31, 2024",July,3,2024,Standard LTL,Washington,Missouri,3167.5,8,2,200,5,5,TRUE,$708.64 ,$171.37 ,$0 ,$880.01 ,$629.82 ,$250.19 ,28.43,FALSE,No Claim,$0 ,1872,$27.78 ,1.97
PRO1000482,CUST0253,SC024,SC001,DRV0180,TRK0140,"Saturday, April 6, 2024","Thursday, April 11, 2024","Thursday, April 11, 2024",April,2,2024,Time-Critical,Arkansas,Oregon,16984.3,35,8,77.5,5,5,TRUE,"$4,484.09 ",$949.93 ,$0 ,"$5,434.01 ","$3,361.87 ","$2,072.14 ",38.13,FALSE,No Claim,$0 ,1805,$31.99 ,3.2
PRO1000484,CUST0054,SC015,SC030,DRV0176,TRK0068,"Thursday, August 8, 2024","Tuesday, August 13, 2024","Tuesday, August 13, 2024",August,3,2024,Residential,Pennsylvania,Indiana,7083.7,6,1,77.5,5,5,TRUE,"$2,464.28 ",$610.83 ,$0 ,"$3,075.12 ","$1,705 ","$1,370.12 ",44.56,FALSE,No Claim,$0 ,1708,$43.41 ,1.29
PRO1000486,CUST0129,SC024,SC020,DRV0130,TRK0075,"Monday, August 12, 2024","Saturday, August 17, 2024","Saturday, August 17, 2024",August,3,2024,Flatbed,Pennsylvania,Oregon,18383.9,3,1,125,5,5,TRUE,"$6,193.13 ","$1,543.20 ",$0 ,"$7,736.33 ","$6,208.63 ","$1,527.70 ",19.75,FALSE,No Claim,$0 ,582,$42.08 ,6.09
PRO1000534,CUST0012,SC003,SC015,DRV0188,TRK0138,"Monday, February 26, 2024","Saturday, March 2, 2024","Saturday, March 2, 2024",February,1,2024,Standard LTL,Indiana,Texas,13734.3,39,9,400,5,5,TRUE,"$2,969.40 ",$829.37 ,$0 ,"$3,798.77 ","$3,115.94 ",$682.83 ,17.98,FALSE,No Claim,$0 ,2112,$27.66 ,1.55
PRO1000551,CUST0196,SC026,SC013,DRV0034,TRK0048,"Tuesday, May 14, 2024","Sunday, May 19, 2024","Sunday, May 19, 2024",May,2,2024,Retail,North Carolina,New Mexico,19300.4,33,8,85,5,5,TRUE,"$5,740.35 ","$1,049.85 ",$0 ,"$6,790.20 ","$5,480.45 ","$1,309.75 ",19.29,FALSE,No Claim,$0 ,1765,$35.18 ,4.76
PRO1000557,CUST0075,SC015,SC011,DRV0051,TRK0020,"Friday, April 19, 2024","Wednesday, April 24, 2024","Wednesday, April 24, 2024",April,2,2024,Trade Show,Tennessee,Indiana,19602,4,1,100,5,5,TRUE,"$1,734.53 ",$476.06 ,$0 ,"$2,210.59 ","$1,648.76 ",$561.83 ,25.42,FALSE,No Claim,$0 ,506,$11.28 ,3.55
PRO1000649,CUST0136,SC010,SC006,DRV0105,TRK0054,"Thursday, March 21, 2024","Tuesday, March 26, 2024","Tuesday, March 26, 2024",March,1,2024,Standard LTL,California,Texas,3931.3,11,2,200,5,5,TRUE,"$1,304.61 ",$331.48 ,$0 ,"$1,636.10 ","$1,021.91 ",$614.19 ,37.54,FALSE,No Claim,$0 ,491,$41.62 ,12.98
PRO1000656,CUST0244,SC004,SC027,DRV0165,TRK0127,"Wednesday, May 8, 2024","Monday, May 13, 2024","Monday, May 13, 2024",May,2,2024,Residential,Oklahoma,Illinois,7560,47,11,250,5,5,TRUE,"$1,449.01 ",$381.28 ,$0 ,"$1,830.30 ","$1,306.72 ",$523.58 ,28.61,FALSE,No Claim,$0 ,1365,$24.21 ,1.64
PRO1000690,CUST0050,SC011,SC006,DRV0060,TRK0137,"Sunday, July 28, 2024","Friday, August 2, 2024","Friday, August 2, 2024",July,3,2024,Retail,California,Tennessee,9685.9,20,5,175,5,5,TRUE,"$2,190.17 ",$544.20 ,$0 ,"$2,734.37 ","$1,993.87 ",$740.50 ,27.08,FALSE,No Claim,$0 ,972,$28.23 ,2.06
PRO1000822,CUST0208,SC019,SC015,DRV0181,TRK0016,"Tuesday, January 16, 2024","Sunday, January 21, 2024","Sunday, January 21, 2024",January,1,2024,Residential,Indiana,Maryland,518.6,10,2,60,5,5,TRUE,$175.46 ,$39.63 ,$0 ,$215.09 ,$130.08 ,$85.01 ,39.52,FALSE,No Claim,$0 ,1073,$41.48 ,0.14
PRO1000858,CUST0096,SC015,SC002,DRV0063,TRK0123,"Sunday, March 24, 2024","Friday, March 29, 2024","Friday, March 29, 2024",March,1,2024,Retail,Tennessee,Indiana,6547,17,4,300,5,5,TRUE,"$1,632.46 ",$385.19 ,$0 ,"$2,017.65 ","$1,687.67 ",$329.98 ,16.35,FALSE,No Claim,$0 ,1991,$30.82 ,4.89
PRO1000876,CUST0036,SC010,SC009,DRV0198,TRK0132,"Thursday, June 27, 2024","Tuesday, July 2, 2024","Tuesday, July 2, 2024",June,2,2024,Retail,Missouri,Texas,1291.2,27,6,60,5,5,TRUE,$236.68 ,$48.65 ,$0 ,$285.33 ,$171.92 ,$113.41 ,39.75,FALSE,No Claim,$0 ,2461,$22.10 ,0.14
PRO1000878,CUST0274,SC018,SC020,DRV0058,TRK0008,"Friday, April 5, 2024","Wednesday, April 10, 2024","Wednesday, April 10, 2024",April,2,2024,Standard LTL,Pennsylvania,Kentucky,5465.5,33,8,85,5,5,TRUE,"$1,386.09 ",$257.92 ,$0 ,"$1,644.01 ","$1,246.33 ",$397.68 ,24.19,FALSE,No Claim,$0 ,1188,$30.08 ,4.94
PRO1000903,CUST0016,SC030,SC024,DRV0148,TRK0150,"Thursday, July 18, 2024","Tuesday, July 23, 2024","Tuesday, July 23, 2024",July,3,2024,Flatbed,Oregon,Pennsylvania,5879,13,3,92.5,5,5,TRUE,"$1,693.60 ",$309.70 ,$0 ,"$2,003.30 ","$1,679.81 ",$323.49 ,16.15,FALSE,No Claim,$0 ,1624,$34.08 ,2.46
PRO1000949,CUST0279,SC017,SC020,DRV0110,TRK0004,"Friday, January 5, 2024","Wednesday, January 10, 2024","Wednesday, January 10, 2024",January,1,2024,Flatbed,Pennsylvania,Missouri,14770.9,39,9,200,5,5,TRUE,"$5,029.23 ","$1,190.14 ",$0 ,"$6,219.36 ","$3,976.73 ","$2,242.63 ",36.06,FALSE,No Claim,$0 ,1595,$42.11 ,19.25
PRO1000951,CUST0152,SC028,SC013,DRV0069,TRK0078,"Friday, March 1, 2024","Wednesday, March 6, 2024","Wednesday, March 6, 2024",March,1,2024,Flatbed,North Carolina,Alabama,4516,33,8,50,5,5,TRUE,$703.12 ,$160.23 ,$0 ,$863.35 ,$633.81 ,$229.54 ,26.59,FALSE,No Claim,$0 ,1933,$19.12 ,0.41
PRO1001005,CUST0203,SC028,SC012,DRV0090,TRK0024,"Tuesday, January 16, 2024","Sunday, January 21, 2024","Sunday, January 21, 2024",January,1,2024,Standard LTL,Ohio,Alabama,15647.1,31,7,125,5,5,TRUE,"$3,581.43 ",$712.16 ,$0 ,"$4,293.59 ","$3,421.52 ",$872.07 ,20.31,FALSE,No Claim,$0 ,2238,$27.44 ,1.92
PRO1001155,CUST0229,SC018,SC017,DRV0140,TRK0102,"Wednesday, February 28, 2024","Monday, March 4, 2024","Monday, March 4, 2024",February,1,2024,Flatbed,Missouri,Kentucky,8964.7,9,2,110,5,5,TRUE,"$1,601.04 ",$416.39 ,$0 ,"$2,017.43 ","$1,629.87 ",$387.56 ,19.21,FALSE,No Claim,$0 ,162,$22.50 ,2.56
PRO1001162,CUST0236,SC023,SC004,DRV0002,TRK0025,"Saturday, August 31, 2024","Thursday, September 5, 2024","Thursday, September 5, 2024",August,3,2024,Standard LTL,Illinois,Washington,19559.8,15,3,70,5,5,TRUE,"$2,275.53 ",$520.06 ,$0 ,"$2,795.59 ","$2,094.17 ",$701.42 ,25.09,FALSE,No Claim,$0 ,1544,$14.29 ,12.1
PRO1001224,CUST0220,SC024,SC021,DRV0197,TRK0139,"Sunday, April 21, 2024","Friday, April 26, 2024","Friday, April 26, 2024",April,2,2024,Trade Show,Massachusetts,Oregon,6363.5,17,4,200,5,5,TRUE,$952.60 ,$236.61 ,$0 ,"$1,189.20 ",$997.06 ,$192.14 ,16.16,FALSE,No Claim,$0 ,1831,$18.69 ,0.56
PRO1001258,CUST0019,SC027,SC014,DRV0008,TRK0134,"Wednesday, June 26, 2024","Monday, July 1, 2024","Monday, July 1, 2024",June,2,2024,Retail,Michigan,Oklahoma,4445.3,32,8,70,5,5,TRUE,$847.65 ,$236.17 ,$0 ,"$1,083.82 ",$791.39 ,$292.43 ,26.98,FALSE,No Claim,$0 ,778,$24.38 ,1.03
PRO1001279,CUST0280,SC011,SC010,DRV0042,TRK0148,"Monday, July 22, 2024","Saturday, July 27, 2024","Saturday, July 27, 2024",July,3,2024,Standard LTL,Texas,Tennessee,8459,23,5,70,5,5,TRUE,"$2,084.08 ",$572.76 ,$0 ,"$2,656.84 ","$1,568.27 ","$1,088.57 ",40.97,FALSE,No Claim,$0 ,2167,$31.41 ,1.31
